"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/StarterContent/Props/Materials/M_StatueGlass.M_StatueGlass","0","0","37","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Statue.M_Statue","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Spark.M_Spark","0","0","27","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_smoke_subUV.M_smoke_subUV","0","0","72","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Shelf.M_Shelf","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Burnished_Steel.M_Metal_Burnished_Steel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Brushed_Nickel.M_Metal_Brushed_Nickel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Lamp.M_Lamp","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Fire_SubUV.M_Fire_SubUV","0","0","27","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_explosion_subUV.M_explosion_subUV","0","0","27","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","0","96","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Chair.M_Chair","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Bush.M_Bush","0","0","44","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Burst.M_Burst","0","0","33","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_New.M_Brick_Clay_New","0","48","23","1","124.748940","0","386"
"/Game/StarterContent/Materials/M_Brick_Clay_Beveled.M_Brick_Clay_Beveled","0","0","23","1","0.000000","0","0"
"/Game/shupi/MT_shupi.MT_shupi","0","26","1","1","63.448441","0","246"
"/Game/ParachuteKit/Materials/Parachute/P_Target_M.P_Target_M","0","28","1","1","72.854050","0","197"
"/Game/ParachuteKit/Materials/Parachute/P_Skull_M.P_Skull_M","0","28","1","1","73.452377","0","280"
"/Game/ParachuteKit/Materials/Parachute/P_RWB_M.P_RWB_M","0","28","1","1","73.746597","0","176"
"/Game/ParachuteKit/Materials/Parachute/P_Fabric_M.P_Fabric_M","0","28","1","1","72.635361","0","294"
"/Game/ParachuteKit/Materials/Parachute/P_Camo_M.P_Camo_M","0","28","1","1","73.611099","0","215"
"/Game/ParachuteKit/Materials/Backpack/BSK_Target_M.BSK_Target_M","0","28","1","1","73.892822","0","218"
"/Game/ParachuteKit/Materials/Backpack/BSK_Skull_M.BSK_Skull_M","0","28","1","1","73.751366","0","223"
"/Game/ParachuteKit/Materials/Backpack/BSK_RWB_M.BSK_RWB_M","0","28","1","1","73.251961","0","238"
"/Game/ParachuteKit/Materials/Backpack/BSK_Fabric_M.BSK_Fabric_M","0","28","1","1","73.667496","0","240"
"/Game/ParachuteKit/Materials/Backpack/BSK_Camo_M.BSK_Camo_M","0","28","1","1","76.210182","0","240"
"/Game/StylizedForestPackV2/Materials/StylizePineLeafLong3_MAT.StylizePineLeafLong3_MAT","0","84","1","1","225.466812","0","1397"
"/Game/StylizedForestPackV2/Materials/StylizePineLeafLong2_MAT.StylizePineLeafLong2_MAT","0","84","1","1","224.205627","0","1430"
"/Game/StylizedForestPackV2/Materials/StylizedLeaf_MAT.StylizedLeaf_MAT","0","84","1","1","222.172699","0","1548"
"/Game/StylizedForestPackV2/Materials/StylizedFlowerBlade_MAT.StylizedFlowerBlade_MAT","0","84","1","1","219.871857","0","1655"
"/Game/StylizedForestPackV2/Materials/StylizedClover_MAT.StylizedClover_MAT","0","84","1","1","213.257492","0","1377"
"/Game/StylizedForestPackV2/Materials/PotatoPlantStem_MAT.PotatoPlantStem_MAT","0","82","2","1","197.971527","0","1447"
"/Game/StylizedForestPackV2/Materials/Flower_MAT.Flower_MAT","0","84","1","1","222.609619","0","1752"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","43","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Rock.M_Rock","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_radial_ramp.M_radial_ramp","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","0","36","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_ColorGrid_LowSpec.M_ColorGrid_LowSpec","0","0","23","1","0.000000","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","0","8","2","0.000000","0","0"
"/Engine/EngineMaterials/AntiAliasedTextMaterialTranslucent.AntiAliasedTextMaterialTranslucent","0","0","24","1","0.000000","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","0","23","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
"/Game/StylizedForestPackV2/Materials/StylizedTreeLeafs-1.StylizedTreeLeafs-1","0","84","1","1","212.448807","0","1971"
"/Game/StylizedForestPackV2/Materials/StylizedTallGrass-3_MAT.StylizedTallGrass-3_MAT","0","84","1","1","223.119797","0","1693"
"/Game/StylizedForestPackV2/Materials/StylizedTallGrass-2_MAT.StylizedTallGrass-2_MAT","0","84","1","1","220.474335","0","1746"
"/Game/StylizedForestPackV2/Materials/StylizedTallGrass-1_MAT.StylizedTallGrass-1_MAT","0","84","1","1","239.523056","0","1291"
"/Game/StylizedForestPackV2/Materials/StylizedGrass-3_MAT.StylizedGrass-3_MAT","0","84","1","1","233.389420","0","1559"
"/Game/StylizedForestPackV2/Materials/StylizedGrass-2_MAT.StylizedGrass-2_MAT","0","84","1","1","217.577576","0","1323"
"/Game/StylizedForestPackV2/Materials/StylizedGrass-1_MAT.StylizedGrass-1_MAT","0","84","1","1","206.941071","0","1337"
"/Game/StylizedForestPackV2/Materials/StylizedCherryTreeLeafs-1.StylizedCherryTreeLeafs-1","0","84","6","1","207.666550","0","1585"
"/Game/StylizedForestPackV2/Materials/SmallTreeTopLeaves_MasterMAT.SmallTreeTopLeaves_MasterMAT","0","84","1","1","206.834900","0","1262"
"/Game/StylizedForestPackV2/Materials/SmallGroundShrub-3_MAT.SmallGroundShrub-3_MAT","0","84","1","1","201.925430","0","1324"
"/Game/ParachuteKit/EpicContent/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","112","2","2","225.302551","0","1391"
"/Game/Characters/Mannequin_UE4/Materials/M_MannequinUE4_Body.M_MannequinUE4_Body","0","112","11","2","230.674255","0","1568"
"/Engine/EditorMaterials/Thumbnails/SkySphereMaterial.SkySphereMaterial","0","0","23","1","0.000000","0","0"
"/Game/LevelPrototyping/Materials/M_PrototypeGrid.M_PrototypeGrid","0","23","70","4","53.235355","0","184"
"/Game/Characters/Mannequins/Materials/M_Mannequin.M_Mannequin","0","0","96","3","0.000000","0","0"
"/Engine/EngineSky/M_SimpleSkyDome.M_SimpleSkyDome","0","0","4","1","0.000000","0","0"
